# xe from the camb with planck-2018 parameters
a  tau   xe xe_a
1.0215740346124658E-005   4.6944083457051322        1.1637731485261236        1.1637731485261236
1.0225082706913054E-005   4.6986649843230737        1.1637731485261236        1.1637731485261236
1.0234433682682216E-005   4.7029254826334386        1.1637731485261236        1.1637731485261236
1.0243793281504670E-005   4.7071898441359803        1.1637731485261236        1.1637731485261236
1.0253161511460810E-005   4.7114580723336532        1.1637731485261236        1.1637731485261236
1.0262538380638759E-005   4.7157301707325612        1.1637731485261236        1.1637731485261236
1.0271923897134472E-005   4.7200061428419948        1.1637731485261236        1.1637731485261236
1.0281318069051713E-005   4.7242859921744218        1.1637731485261236        1.1637731485261236
1.0290720904502106E-005   4.7285697222455143        1.1637731485261236        1.1637731485261236
1.0300132411605070E-005   4.7328573365741127        1.1637731485261236        1.1637731485261236
1.0309552598487879E-005   4.7371488386822538        1.1637731485261236        1.1637731485261236
1.0318981473285635E-005   4.7414442320951595        1.1637731485261236        1.1637731485261236
1.0328419044141345E-005   4.7457435203412723        1.1637731485261236        1.1637731485261236
1.0337865319205844E-005   4.7500467069522143        1.1637731485261236        1.1637731485261236
1.0347320306637846E-005   4.7543537954628112        1.1637731485261236        1.1637731485261236
1.0356784014603922E-005   4.7586647894110889        1.1637731485261236        1.1637731485261236
1.0366256451278603E-005   4.7629796923383081        1.1637731485261236        1.1637731485261236
1.0375737624844246E-005   4.7672985077889116        1.1637731485261236        1.1637731485261236
1.0385227543491146E-005   4.7716212393105684        1.1637731485261236        1.1637731485261236
1.0394726215417477E-005   4.7759478904541526        1.1637731485261236        1.1637731485261236
1.0404233648829402E-005   4.7802784647737857        1.1637731485261236        1.1637731485261236
1.0413749851940953E-005   4.7846129658267840        1.1637731485261236        1.1637731485261236
1.0423274832974099E-005   4.7889513971736939        1.1637731485261236        1.1637731485261236
1.0432808600158813E-005   4.7932937623783110        1.1637731485261236        1.1637731485261236
1.0442351161732958E-005   4.7976400650076396        1.1637731485261236        1.1637731485261236
1.0451902525942380E-005   4.8019903086319236        1.1637731485261236        1.1637731485261236
1.0461462701040884E-005   4.8063444968246403        1.1637731485261236        1.1637731485261236
1.0471031695290302E-005   4.8107026331625304        1.1637731485261236        1.1637731485261236
1.0480609516960395E-005   4.8150647212255526        1.1637731485261236        1.1637731485261236
1.0490196174328936E-005   4.8194307645969188        1.1637731485261236        1.1637731485261236
1.0499791675681685E-005   4.8238007668630836        1.1637731485261236        1.1637731485261236
1.0509396029312470E-005   4.8281747316137791        1.1637731485261236        1.1637731485261236
1.0519009243523077E-005   4.8325526624419650        1.1637731485261236        1.1637731485261236
1.0528631326623339E-005   4.8369345629438687        1.1637731485261236        1.1637731485261236
1.0538262286931099E-005   4.8413204367189673        1.1637731485261236        1.1637731485261236
1.0547902132772314E-005   4.8457102873700348        1.1637731485261236        1.1637731485261236
1.0557550872480922E-005   4.8501041185030775        1.1637731485261236        1.1637731485261236
1.0567208514398943E-005   4.8545019337273825        1.1637731485261236        1.1637731485261236
1.0576875066876455E-005   4.8589037366555079        1.1637731485261236        1.1637731485261236
1.0586550538271650E-005   4.8633095309033028        1.1637731485261236        1.1637731485261236
1.0596234936950760E-005   4.8677193200898738        1.1637731485261236        1.1637731485261236
1.0605928271288115E-005   4.8721331078376124        1.1637731485261236        1.1637731485261236
1.0615630549666186E-005   4.8765508977722156        1.1637731485261236        1.1637731485261236
1.0625341780475506E-005   4.8809726935226427        1.1637731485261236        1.1637731485261236
1.0635061972114746E-005   4.8853984987211554        1.1637731485261236        1.1637731485261236
1.0644791132990680E-005   4.8898283170032979        1.1637731485261236        1.1637731485261236
1.0654529271518275E-005   4.8942621520079381        1.1637731485261236        1.1637731485261236
1.0664276396120572E-005   4.8987000073772142        1.1637731485261236        1.1637731485261236
1.0674032515228801E-005   4.9031418867565808        1.1637731485261236        1.1637731485261236
1.0683797637282313E-005   4.9075877937947832        1.1637731485261236        1.1637731485261236
1.0693571770728695E-005   4.9120377321439079        1.1637731485261236        1.1637731485261236
1.0703354924023649E-005   4.9164917054593218        1.1637731485261236        1.1637731485261236
1.0713147105631079E-005   4.9209497173997176        1.1637731485261236        1.1637731485261236
1.0722948324023059E-005   4.9254117716270951        1.1637731485261236        1.1637731485261236
1.0732758587679921E-005   4.9298778718068004        1.1637731485261236        1.1637731485261236
1.0742577905090161E-005   4.9343480216074811        1.1637731485261236        1.1637731485261236
1.0752406284750495E-005   4.9388222247011155        1.1637731485261236        1.1637731485261236
1.0762243735165851E-005   4.9433004847630038        1.1637731485261236        1.1637731485261236
1.0772090264849451E-005   4.9477828054718058        1.1637731485261236        1.1637731485261236
1.0781945882322700E-005   4.9522691905094911        1.1637731485261236        1.1637731485261236
1.0791810596115274E-005   4.9567596435613748        1.1637731485261236        1.1637731485261236
1.0801684414765090E-005   4.9612541683161080        1.1637731485261236        1.1637731485261236
1.0811567346818382E-005   4.9657527684657081        1.1637731485261236        1.1637731485261236
1.0821459400829617E-005   4.9702554477055196        1.1637731485261236        1.1637731485261236
1.0831360585361530E-005   4.9747622097342310        1.1637731485261236        1.1637731485261236
1.0841270908985220E-005   4.9792730582539173        1.1637731485261236        1.1637731485261236
1.0851190380280027E-005   4.9837879969699816        1.1637731485261236        1.1637731485261236
1.0861119007833617E-005   4.9883070295911951        1.1637731485261236        1.1637731485261236
1.0871056800241951E-005   4.9928301598296807        1.1637731485261236        1.1637731485261236
1.0881003766109388E-005   4.9973573914009597        1.1637731485261236        1.1637731485261236
1.0890959914048555E-005   5.0018887280238920        1.1637731485261236        1.1637731485261236
1.0900925252680441E-005   5.0064241734207178        1.1637731485261236        1.1637731485261236
1.0910899790634376E-005   5.0109637313170463        1.1637731485261236        1.1637731485261236
1.0920883536548103E-005   5.0155074054418884        1.1637731485261236        1.1637731485261236
1.0930876499067681E-005   5.0200551995276124        1.1637731485261236        1.1637731485261236
1.0940878686847562E-005   5.0246071173099800        1.1637731485261236        1.1637731485261236
1.0950890108550567E-005   5.0291631625281275        1.1637731485261236        1.1637731485261236
1.0960910772847973E-005   5.0337233389246112        1.1637731485261236        1.1637731485261236
1.0970940688419404E-005   5.0382876502453557        1.1637731485261236        1.1637731485261236
1.0980979863952906E-005   5.0428561002396881        1.1637731485261236        1.1637731485261236
1.0991028308144938E-005   5.0474286926603273        1.1637731485261236        1.1637731485261236
1.1001086029700445E-005   5.0520054312634217        1.1637731485261236        1.1637731485261236
1.1011153037332752E-005   5.0565863198085017        1.1637731485261236        1.1637731485261236
1.1021229339763621E-005   5.0611713620585004        1.1637731485261236        1.1637731485261236
1.1031314945723343E-005   5.0657605617797961        1.1637731485261236        1.1637731485261236
1.1041409863950610E-005   5.0703539227421510        1.1637731485261236        1.1637731485261236
1.1051514103192600E-005   5.0749514487187559        1.1637731485261236        1.1637731485261236
1.1061627672204962E-005   5.0795531434862156        1.1637731485261236        1.1637731485261236
1.1071750579751893E-005   5.0841590108245853        1.1637731485261236        1.1637731485261236
1.1081882834606017E-005   5.0887690545173161        1.1637731485261236        1.1637731485261236
1.1092024445548513E-005   5.0933832783513084        1.1637731485261236        1.1637731485261236
1.1102175421369030E-005   5.0980016861168789        1.1637731485261236        1.1637731485261236
1.1112335770865816E-005   5.1026242816078122        1.1637731485261236        1.1637731485261236
1.1122505502845582E-005   5.1072510686213031        1.1637731485261236        1.1637731485261236
1.1132684626123623E-005   5.1118820509580027        1.1637731485261236        1.1637731485261236
1.1142873149523739E-005   5.1165172324219945        1.1637731485261236        1.1637731485261236
1.1153071081878373E-005   5.1211566168208433        1.1637731485261236        1.1637731485261236
1.1163278432028464E-005   5.1258002079655363        1.1637731485261236        1.1637731485261236
1.1173495208823549E-005   5.1304480096705225        1.1637731485261236        1.1637731485261236
1.1183721421121739E-005   5.1351000257537081        1.1637731485261236        1.1637731485261236
1.1193957077789797E-005   5.1397562600364823        1.1637731485261236        1.1637731485261236
1.1204202187703030E-005   5.1444167163436738        1.1637731485261236        1.1637731485261236
1.1214456759745357E-005   5.1490813985035802        1.1637731485261236        1.1637731485261236
1.1224720802809383E-005   5.1537503103479985        1.1637731485261236        1.1637731485261236
1.1234994325796273E-005   5.1584234557121675        1.1637731485261236        1.1637731485261236
1.1245277337615867E-005   5.1631008384348203        1.1637731485261236        1.1637731485261236
1.1255569847186624E-005   5.1677824623581570        1.1637731485261236        1.1637731485261236
1.1265871863435724E-005   5.1724683313278890        1.1637731485261236        1.1637731485261236
1.1276183395298951E-005   5.1771584491931897        1.1637731485261236        1.1637731485261236
1.1286504451720784E-005   5.1818528198067293        1.1637731485261236        1.1637731485261236
1.1296835041654371E-005   5.1865514470246659        1.1637731485261236        1.1637731485261236
1.1307175174061602E-005   5.1912543347066755        1.1637731485261236        1.1637731485261236
1.1317524857913023E-005   5.1959614867159125        1.1637731485261236        1.1637731485261236
1.1327884102187903E-005   5.2006729069190403        1.1637731485261236        1.1637731485261236
1.1338252915874213E-005   5.2053885991862217        1.1637731485261236        1.1637731485261236
1.1348631307968709E-005   5.2101085673911518        1.1637731485261236        1.1637731485261236
1.1359019287476827E-005   5.2148328154110137        1.1637731485261236        1.1637731485261236
1.1369416863412776E-005   5.2195613471265165        1.1637731485261236        1.1637731485261236
1.1379824044799488E-005   5.2242941664218749        1.1637731485261236        1.1637731485261236
1.1390240840668731E-005   5.2290312771848582        1.1637731485261236        1.1637731485261236
1.1400667260060981E-005   5.2337726833067286        1.1637731485261236        1.1637731485261236
1.1411103312025499E-005   5.2385183886822793        1.1637731485261236        1.1637731485261236
1.1421549005620399E-005   5.2432683972098637        1.1637731485261236        1.1637731485261236
1.1432004349912530E-005   5.2480227127913386        1.1637731485261236        1.1637731485261236
1.1442469353977575E-005   5.2527813393321114        1.1637731485261236        1.1637731485261236
1.1452944026900022E-005   5.2575442807411212        1.1637731485261236        1.1637731485261236
1.1463428377773231E-005   5.2623115409308765        1.1637731485261236        1.1637731485261236
1.1473922415699355E-005   5.2670831238174092        1.1637731485261236        1.1637731485261236
1.1484426149789404E-005   5.2718590333203093        1.1637731485261236        1.1637731485261236
1.1494939589163227E-005   5.2766392733627123        1.1637731485261236        1.1637731485261236
1.1505462742949596E-005   5.2814238478713378        1.1637731485261236        1.1637731485261236
1.1515995620286097E-005   5.2862127607764400        1.1637731485261236        1.1637731485261236
1.1526538230319218E-005   5.2910060160118428        1.1637731485261236        1.1637731485261236
1.1537090582204318E-005   5.2958036175149310        1.1637731485261236        1.1637731485261236
1.1547652685105725E-005   5.3006055692266898        1.1637731485261236        1.1637731485261236
1.1558224548196599E-005   5.3054118750916421        1.1637731485261236        1.1637731485261236
1.1568806180659054E-005   5.3102225390579028        1.1637731485261236        1.1637731485261236
1.1579397591684111E-005   5.3150375650771560        1.1637731485261236        1.1637731485261236
1.1589998790471787E-005   5.3198569571046974        1.1637731485261236        1.1637731485261236
1.1600609786230979E-005   5.3246807190993799        1.1637731485261236        1.1637731485261236
1.1611230588179572E-005   5.3295088550236569        1.1637731485261236        1.1637731485261236
1.1621861205544387E-005   5.3343413688435648        1.1637731485261236        1.1637731485261236
1.1632501647561283E-005   5.3391782645287629        1.1637731485261236        1.1637731485261236
1.1643151923475040E-005   5.3440195460524844        1.1637731485261236        1.1637731485261236
1.1653812042539434E-005   5.3488652173915625        1.1637731485261236        1.1637731485261236
1.1664482014017303E-005   5.3537152825264673        1.1637731485261236        1.1637731485261236
1.1675161847180436E-005   5.3585697454412475        1.1637731485261236        1.1637731485261236
1.1685851551309665E-005   5.3634286101235773        1.1637731485261236        1.1637731485261236
1.1696551135694819E-005   5.3682918805647306        1.1637731485261236        1.1637731485261236
1.1707260609634848E-005   5.3731595607596372        1.1637731485261236        1.1637731485261236
1.1717979982437677E-005   5.3780316547068159        1.1637731485261236        1.1637731485261236
1.1728709263420306E-005   5.3829081664084182        1.1637731485261236        1.1637731485261236
1.1739448461908787E-005   5.3877890998702203        1.1637731485261236        1.1637731485261236
1.1750197587238317E-005   5.3926744591016584        1.1637731485261236        1.1637731485261236
1.1760956648753105E-005   5.3975642481157733        1.1637731485261236        1.1637731485261236
1.1771725655806484E-005   5.4024584709292540        1.1637731485261236        1.1637731485261236
1.1782504617760868E-005   5.4073571315624260        1.1637731485261236        1.1637731485261236
1.1793293543987851E-005   5.4122602340392838        1.1637731485261236        1.1637731485261236
1.1804092443868076E-005   5.4171677823874438        1.1637731485261236        1.1637731485261236
1.1814901326791356E-005   5.4220797806381871        1.1637731485261236        1.1637731485261236
1.1825720202156621E-005   5.4269962328264372        1.1637731485261236        1.1637731485261236
1.1836549079372002E-005   5.4319171429908026        1.1637731485261236        1.1637731485261236
1.1847387967854751E-005   5.4368425151735336        1.1637731485261236        1.1637731485261236
1.1858236877031273E-005   5.4417723534205367        1.1637731485261236        1.1637731485261236
1.1869095816337220E-005   5.4467066617814188        1.1637731485261236        1.1637731485261236
1.1879964795217378E-005   5.4516454443094347        1.1637731485261236        1.1637731485261236
1.1890843823125745E-005   5.4565887050615167        1.1637731485261236        1.1637731485261236
1.1901732909525506E-005   5.4615364480982702        1.1637731485261236        1.1637731485261236
1.1912632063889135E-005   5.4664886774840111        1.1637731485261236        1.1637731485261236
1.1923541295698264E-005   5.4714453972867103        1.1637731485261236        1.1637731485261236
1.1934460614443785E-005   5.4764066115780388        1.1637731485261236        1.1637731485261236
