3.234999999999999876e+00 4.701695742172729808e+01 2.268650297207401578e-01
3.295999999999999819e+00 4.638544169271322914e+01 1.508796646038835232e-01
3.033999999999999808e+00 4.577256747339860965e+01 1.304508735437465983e-01
3.283999999999999808e+00 4.706919337766906608e+01 2.512114493892275702e-01
3.033999999999999808e+00 4.685619993634195168e+01 1.460723671633026022e-01
3.121999999999999886e+00 4.792277516046642916e+01 1.912663521962553181e-01
3.117999999999999883e+00 4.647339522272891088e+01 1.366797307607160450e-01
3.165999999999999925e+00 4.673825242629267507e+01 1.356026276064177527e-01
3.096000000000000085e+00 4.564366610469490126e+01 1.126951016424128232e-01
3.113999999999999879e+00 4.777082512587732310e+01 2.016248132554798178e-01
3.154999999999999805e+00 4.756712002510816717e+01 2.293667829215120246e-01
3.100999999999999979e+00 4.696354724135328240e+01 1.854931666445236160e-01
3.197000000000000064e+00 4.666762794329933683e+01 1.261582143281515245e-01
3.028000000000000025e+00 4.650327843155103835e+01 1.464960237460923298e-01
4.339999999999999858e+00 4.794851024902017400e+01 1.536945299608384552e+00
4.179999999999999716e+00 4.650584022076388635e+01 1.174818282384581636e+00
4.080000000000000071e+00 4.951383027217097776e+01 9.537281080499898644e-01
4.429999999999999716e+00 4.723360571617278936e+01 1.234216873355531430e+00
4.440000000000000391e+00 4.943456991459525796e+01 7.563539593891260848e-01
4.440000000000000391e+00 4.828924707617447609e+01 1.123475640469519865e+00
5.000000000000000000e+00 5.010413556347434394e+01 9.971635240839925585e-01
4.009999999999999787e+00 4.625854236800596198e+01 7.873869971131798318e-01
4.339999999999999858e+00 4.751558216803427115e+01 5.080828237037088302e-01
4.440000000000000391e+00 4.726444307928476007e+01 8.730838229473657508e-01
4.379999999999999893e+00 4.931332719336420212e+01 1.208669455794094238e+00
4.509999999999999787e+00 4.807777137913886634e+01 7.137999030972604908e-01
4.089999999999999858e+00 4.749013159479206081e+01 4.323188534362433222e-01
4.139999999999999680e+00 4.829130324863355384e+01 7.035394692649765691e-01
5.410000000000000142e+00 4.639626982879521222e+01 8.261454355226669488e-01
5.030000000000000249e+00 5.038143433237736701e+01 1.301400681445668672e+00
4.990000000000000213e+00 4.844870327618427552e+01 1.242229477144543459e+00
4.870000000000000107e+00 4.948999669793717260e+01 1.534235130483912135e+00
4.150000000000000355e+00 4.735379849587151568e+01 4.317811663319293114e-01
4.139999999999999680e+00 4.717848049158111223e+01 7.670011729593039229e-01
5.089999999999999858e+00 4.836676558180108998e+01 9.799250470840695781e-01
5.820000000000000284e+00 4.819575111726796024e+01 9.932656309189078492e-01
5.929999999999999716e+00 4.875048359615892934e+01 1.126848144127781337e+00
5.990000000000000213e+00 4.975867966973704881e+01 4.826365887564009749e-01
6.049999999999999822e+00 4.975683808729790769e+01 9.968511764559752075e-01
6.070000000000000284e+00 4.930676148582124085e+01 8.399236416531286054e-01
6.299999999999999822e+00 4.905322461326885275e+01 3.769519494106643998e-01
6.309999999999999609e+00 4.795168159305914912e+01 3.102318711387798689e-01
7.080000000000000071e+00 4.874869218302326601e+01 3.062206540801210575e-01
4.772000000000000131e-01 4.321627691337657495e+01 1.199508487885034280e-01
3.000999999999999779e-01 4.190151439973799086e+01 1.658022214543585504e-01
7.700000000000000178e-01 4.259049058934088805e+01 1.411769808759927858e-01
9.569999999999999618e-01 4.697465831582100293e+01 1.660106940193306346e-01
1.703899999999999970e+00 4.482760728425073182e+01 2.188729406819281131e-01
1.330100000000000060e+00 4.341476547870509251e+01 1.717538295177601093e-01
4.661000000000000143e-01 4.232893376328628676e+01 1.286339147062162402e-01
8.909000000000000252e-01 4.359427196572350738e+01 1.190835930567094442e-01
7.217999999999999972e-01 4.232640601376188272e+01 1.288857289802947392e-01
1.040799999999999947e+00 4.284078060376388919e+01 2.011825442453387403e-01
5.718999999999999639e-01 4.259822759745547671e+01 1.279082890303671061e-01
6.293999999999999595e-01 4.324820617865266570e+01 9.592720111211783252e-02
9.841999999999999638e-01 4.309931917736481921e+01 1.428339313009960310e-01
1.125399999999999956e+00 4.430258985238042158e+01 1.821086047758323501e-01
8.268999999999999684e-01 4.286834484449356353e+01 1.715066906923935208e-01
8.064000000000000057e-01 4.372111913128848926e+01 1.706814085689453697e-01
1.002899999999999903e+00 4.297886004999331533e+01 1.623563796899258616e-01
1.627000000000000002e+00 4.469814277918341361e+01 2.381281473880300092e-01
9.956000000000000405e-01 4.296701546220832313e+01 1.698006608825176067e-01
1.397000000000000020e+00 4.567320855334504870e+01 8.909307409899573649e-02
8.609999999999999876e-01 4.297155374007421358e+01 1.879527769545589200e-01
1.015400000000000080e+00 4.405440634986125303e+01 1.628626723881391458e-01
1.675699999999999967e+00 4.429014090328028885e+01 2.431373350423970958e-01
5.828999999999999737e-01 4.383426711489049410e+01 2.741347065860761378e-01
1.224900000000000100e+00 4.615871762640780673e+01 1.807353527695203244e-01
1.311399999999999899e+00 4.475619144789375525e+01 2.368938014418153770e-01
4.450000000000000067e-01 4.168114577410476329e+01 2.115838925227069844e-01
7.763999999999999790e-01 4.317990694658730888e+01 1.506800328689877899e-01
1.233500000000000041e+00 4.351433970273647844e+01 1.680059433913337896e-01
1.057700000000000085e+00 4.375761537023736025e+01 2.654124856187572434e-01
8.834999999999999520e-01 4.395285481631684377e+01 1.059642102581189460e-01
6.952000000000000401e-01 4.357002280559565577e+01 9.140054183969728574e-02
1.544899999999999940e+00 4.566084722281449615e+01 2.094067399497667459e-01
1.034499999999999975e+00 4.322653975882228394e+01 1.954642347765407628e-01
4.426999999999999824e-01 4.408056684914087953e+01 3.545920241994126032e-01
7.604999999999999538e-01 4.036601941326811982e+01 5.987029501692579109e-02
1.160600000000000076e+00 4.397628156055303350e+01 2.081368049176147705e-01
1.345199999999999951e+00 4.587658847992152289e+01 2.585536961526432309e-01
9.213999999999999968e-01 4.469393756358486769e+01 1.881560596542294073e-01
1.246299999999999963e+00 4.549182245867821450e+01 2.055571051086560186e-01
1.924700000000000077e+00 4.504425040108667133e+01 4.277156336524640112e-01
